Invoice No.,Invoice Date,Invoice Total ($),Discount ($),Net Amount ($),Payment No,Payment Date,PO No.,RA No.,GST $,HST $,QST $
'INV-27219,03/10/2025,1601.25,0.00,1601.25,004 00027897332025,04/29/2025,'008942981653,,76.25,0.00,0.00
'INV-27226,03/10/2025,2315.37,0.00,2315.37,004 00027897332025,04/29/2025,'008942971510,,0.00,266.37,0.00
'INV-27220,03/10/2025,2315.37,0.00,2315.37,004 00027897332025,04/29/2025,'008942984170,,0.00,266.37,0.00
'INV-27217,03/10/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008942970196,,102.45,0.00,0.00
'INV-27198,03/07/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008942949951,,102.45,0.00,0.00
'INV-27184,03/06/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008942936669,,102.45,0.00,0.00
'INV-27194,03/06/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008942946652,,102.45,0.00,0.00
'INV-27163,03/06/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008942924989,,102.45,0.00,0.00
'INV-27174,03/06/2025,2315.37,0.00,2315.37,004 00027897332025,04/29/2025,'008942928840,,0.00,266.37,0.00
'INV-27186,03/06/2025,2315.37,0.00,2315.37,004 00027897332025,04/29/2025,'008942939110,,0.00,266.37,0.00
'RV001520406934,03/05/2025,-2237.490,0.00,-2237.490,004 00025277572025,03/11/2025,'001520406934,'406934,-106.550,0.00,0.00
'INV-27144,03/04/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008942909740,,102.45,0.00,0.00
'INV-27143,03/04/2025,1601.25,0.00,1601.25,004 00027897332025,04/29/2025,'008942908648,,76.25,0.00,0.00
'INV-27142,03/04/2025,1601.25,0.00,1601.25,004 00027897332025,04/29/2025,'008942901226,,76.25,0.00,0.00
'INV-27152,03/04/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008942913928,,102.45,0.00,0.00
'INV-27134,03/04/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008942886855,,102.45,0.00,0.00
'RV008941043280,03/03/2025,-1683.660,0.00,-1683.660,004 00024941132025,03/04/2025,'008941043280,'4002602989,-80.170,0.00,0.00
'RV002590769099,02/27/2025,-1683.660,0.00,-1683.660,004 00024941132025,03/04/2025,'002590769099,'769099,-80.170,0.00,0.00
'INV-27095,02/26/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008942861328,,102.45,0.00,0.00
'INV-27091,02/26/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008942856164,,102.45,0.00,0.00
'RV008941039831,02/24/2025,-2237.490,0.00,-2237.490,004 00024584202025,02/25/2025,'008941039831,'8942633338,-106.550,0.00,0.00
'INV-27067,02/24/2025,1601.25,0.00,1601.25,004 00027897332025,04/29/2025,'008942809430,,76.25,0.00,0.00
'RV005160269627,02/21/2025,-2237.490,0.00,-2237.490,004 00024520212025,02/24/2025,'005160269627,'269627,-106.550,0.00,0.00
'RV005520480410,02/21/2025,-1683.660,0.00,-1683.660,004 00024520212025,02/24/2025,'005520480410,'480410,-80.170,0.00,0.00
'RV005480728362,02/21/2025,-2237.490,0.00,-2237.490,004 00024520212025,02/24/2025,'005480728362,'728362,-106.550,0.00,0.00
'INV-27051,02/20/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008942795549,,102.45,0.00,0.00
'INV-27050,02/20/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008942793738,,102.45,0.00,0.00
'INV-27024,02/19/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008942768841,,102.45,0.00,0.00
'INV-27022,02/19/2025,2315.37,0.00,2315.37,004 00027897332025,04/29/2025,'008942750410,,0.00,266.37,0.00
'INV-27019,02/19/2025,2151.45,0.00,2151.45,004 00027897332025,04/29/2025,'008942734040,,102.45,0.00,0.00
'INV-27005,02/14/2025,2151.45,0.00,2151.45,004 00025841522025,03/21/2025,'008942726719,,102.45,0.00,0.00
'INV-26984,02/13/2025,1723.25,0.00,1723.25,004 00025770072025,03/20/2025,'008942709473,,0.00,198.25,0.00
'INV-26989,02/13/2025,2151.45,0.00,2151.45,004 00025770072025,03/20/2025,'008942713297,,102.45,0.00,0.00
'0133441538,02/11/2025,-3000.0,0.00,-3000.0,004 00024005152025,02/12/2025,'2/14/2025,'Email,0.00,0.00,0.00
'INV-26955,02/11/2025,3202.50,0.00,3202.50,004 00025634062025,03/18/2025,'008942673057,,152.50,0.00,0.00
'INV-26957,02/11/2025,2151.45,0.00,2151.45,004 00025634062025,03/18/2025,'008942682582,,102.45,0.00,0.00
'INV-26962,02/10/2025,4302.90,0.00,4302.90,004 00025571422025,03/17/2025,'008942689563,,204.90,0.00,0.00
'INV-26965,02/10/2025,1601.25,0.00,1601.25,004 00025571422025,03/17/2025,'008942691250,,76.25,0.00,0.00
'RV005520476051,02/06/2025,-2237.490,0.00,-2237.490,004 00024005152025,02/12/2025,'005520476051,'476051,-106.550,0.00,0.00
'RV008941030485,02/06/2025,-1683.660,0.00,-1683.660,004 00024005152025,02/12/2025,'008941030485,'8942292357,-80.170,0.00,0.00
'RV000540800091,02/06/2025,-1683.660,0.00,-1683.660,004 00024005152025,02/12/2025,'000540800091,'800091,-80.170,0.00,0.00
'INV-26930,02/05/2025,2151.45,0.00,2151.45,004 00025352542025,03/12/2025,'008942633338,,102.45,0.00,0.00
'INV-26903,02/04/2025,1601.25,0.00,1601.25,004 00025277572025,03/11/2025,'008942602989,,76.25,0.00,0.00
'PBRET63183,02/04/2025,20000.00,0.00,20000.00,004 00017753032026,10/20/2025,'0044,,0.00,0.00,0.00
'INV-26904,02/04/2025,1601.25,0.00,1601.25,004 00025277572025,03/11/2025,'008942614485,,76.25,0.00,0.00
'RET63183,02/04/2025,-20000.0,0.00,-20000.0,004 00024005152025,02/12/2025,'0044,,0.00,0.00,0.00
'INV-26901,02/04/2025,2151.45,0.00,2151.45,004 00025277572025,03/11/2025,'008942583813,,102.45,0.00,0.00
'RV002560603227,02/04/2025,-2237.490,0.00,-2237.490,004 00024005152025,02/12/2025,'002560603227,'603227,-106.550,0.00,0.00
'INV-26881,01/30/2025,1601.25,0.00,1601.25,004 00025277572025,03/11/2025,'008942563430,,76.25,0.00,0.00
'RV005150423022,01/30/2025,-2237.490,0.00,-2237.490,004 00023537222025,02/03/2025,'005150423022,'423022,-106.550,0.00,0.00
'RV014470110965,01/29/2025,-1683.660,0.00,-1683.660,004 00023537222025,02/03/2025,'014470110965,'110865,-80.170,0.00,0.00
'INV-26856,01/28/2025,1601.25,0.00,1601.25,004 00024941132025,03/04/2025,'008942547771,,76.25,0.00,0.00
'INV-26854,01/28/2025,2151.45,0.00,2151.45,004 00024941132025,03/04/2025,'008942542820,,102.45,0.00,0.00
'INV-26838,01/27/2025,1601.25,0.00,1601.25,004 00024941132025,03/04/2025,'008942510503,,76.25,0.00,0.00
'RV005480714252,01/24/2025,-1683.660,0.00,-1683.660,004 00023537222025,02/03/2025,'005480714252,'714252,-80.170,0.00,0.00
'RV008941018292,01/24/2025,-2450.580,0.00,-2450.580,004 00023537222025,02/03/2025,'008941018292,'8941381230,0.00,-319.640,0.00
'INV-26802,01/21/2025,2356.35,0.00,2356.35,004 00024584202025,02/25/2025,'008942468317,,0.00,307.35,0.00
'INV-26774,01/19/2025,4630.74,0.00,4630.74,004 00024520212025,02/24/2025,'008942408566,,0.00,532.74,0.00
'INV-26775,01/19/2025,2151.45,0.00,2151.45,004 00024520212025,02/24/2025,'008942409334,,102.45,0.00,0.00
'INV-26777,01/19/2025,2151.45,0.00,2151.45,004 00024520212025,02/24/2025,'008942411255,,102.45,0.00,0.00
'RV005520471340,01/17/2025,-2237.490,0.00,-2237.490,004 00022902962025,01/21/2025,'005520471340,'471340,-106.550,0.00,0.00
'CSC011625,01/16/2025,-1100.0,0.00,-1100.0,004 00022902962025,01/21/2025,,,0.00,0.00,0.00
'RV014140314468,01/15/2025,-1683.660,0.00,-1683.660,004 00022902962025,01/21/2025,'014140314468,'314468,-80.170,0.00,0.00
'INV-26753,01/14/2025,1601.25,0.00,1601.25,004 00024235892025,02/18/2025,'008942380973,,76.25,0.00,0.00
'RV008941011256,01/10/2025,-2237.490,0.00,-2237.490,004 00022902962025,01/21/2025,'008941011256,'8942033699,-106.550,0.00,0.00
'RV008941011256,01/10/2025,2237.49,0.00,2237.49,004 00017753032026,10/20/2025,'008941011256,'OAS,0.00,0.00,0.00
'INV-26723,01/09/2025,2151.45,0.00,2151.45,004 00024067292025,02/13/2025,'008942330644,,102.45,0.00,0.00
'INV-26727,01/09/2025,1601.25,0.00,1601.25,004 00024067292025,02/13/2025,'008942333405,,76.25,0.00,0.00
'INV-26700,01/08/2025,2151.45,0.00,2151.45,004 00024005152025,02/12/2025,'008942297192,,102.45,0.00,0.00
'INV-26696,01/08/2025,2151.45,0.00,2151.45,004 00024005152025,02/12/2025,'008942281632,,102.45,0.00,0.00
'INV-26697,01/08/2025,1601.25,0.00,1601.25,004 00024005152025,02/12/2025,'008942292357,,76.25,0.00,0.00
'FD005920999224,01/08/2025,-81.060,0.00,-81.060,004 00022902962025,01/21/2025,'005920999224,,-3.860,0.00,0.00
'RV005920999224,01/08/2025,-1683.660,0.00,-1683.660,004 00022902962025,01/21/2025,'005920999224,'999224,-80.170,0.00,0.00
'INV-26699,01/08/2025,1601.25,0.00,1601.25,004 00024005152025,02/12/2025,'008942296702,,76.25,0.00,0.00
'INV-26711,01/07/2025,1601.25,0.00,1601.25,004 00024005152025,02/12/2025,'008942305515,,76.25,0.00,0.00
'INV-26686,01/07/2025,1601.25,0.00,1601.25,004 00024005152025,02/12/2025,'008942256573,,76.25,0.00,0.00
'RV001640342310,01/07/2025,-1807.090,0.00,-1807.090,004 00022902962025,01/21/2025,'001640342310,'342310,-80.170,0.00,0.00
'RV005520462997,01/03/2025,-1683.660,0.00,-1683.660,004 00022902962025,01/21/2025,'005520462997,'462997,-80.170,0.00,0.00
'INV-26669,01/03/2025,2151.45,0.00,2151.45,004 00024005152025,02/12/2025,'008942228288,,102.45,0.00,0.00
'INV-26673,01/03/2025,2151.45,0.00,2151.45,004 00024005152025,02/12/2025,'008942244792,,102.45,0.00,0.00
'RV005270605320,01/03/2025,-2237.490,0.00,-2237.490,004 00022902962025,01/21/2025,'005270605320,'602320,-106.550,0.00,0.00
'RV005560426907,01/02/2025,-2237.490,0.00,-2237.490,004 00022902962025,01/21/2025,'005560426907,'426907,-106.550,0.00,0.00
'INV-26640,12/30/2024,1601.25,0.00,1601.25,004 00023537222025,02/03/2025,'008942139574,,76.25,0.00,0.00
'INV-26645,12/30/2024,1601.25,0.00,1601.25,004 00023537222025,02/03/2025,'008942166491,,76.25,0.00,0.00
'INV-26653,12/30/2024,1723.25,0.00,1723.25,004 00023537222025,02/03/2025,'008942196568,,0.00,198.25,0.00
'RV005480701898,12/27/2024,-1683.660,0.00,-1683.660,004 00022902962025,01/21/2025,'005480701898,'701898,-80.170,0.00,0.00
'RV001510702999,12/27/2024,-1683.660,0.00,-1683.660,004 00022902962025,01/21/2025,'001510702999,'702999,-80.170,0.00,0.00
'RV000540781179,12/27/2024,-1683.660,0.00,-1683.660,004 00022902962025,01/21/2025,'000540781179,'781179,-80.170,0.00,0.00
'6517811454,12/23/2024,-2700.0,0.00,-2700.0,004 00022902962025,01/21/2025,'0005524610,,0.00,0.00,0.00
'INV-26615,12/23/2024,1601.25,0.00,1601.25,004 00023537222025,02/03/2025,'008942075441,,76.25,0.00,0.00
'6517811455,12/23/2024,-10000.0,0.00,-10000.0,004 00022902962025,01/21/2025,'0005524609,,0.00,0.00,0.00
'RV002530598241,12/20/2024,-2237.490,0.00,-2237.490,004 00022902962025,01/21/2025,'002530598241,'"598241",-106.550,0.00,0.00
'RV002550626727,12/18/2024,-1683.660,0.00,-1683.660,004 00022902962025,01/21/2025,'002550626727,'626727,-80.170,0.00,0.00
'0132655353,12/18/2024,-3000.0,0.00,-3000.0,004 00022902962025,01/21/2025,'12/13/2024,'Email,0.00,0.00,0.00
'RV005150411667,12/17/2024,-2237.490,0.00,-2237.490,004 00022902962025,01/21/2025,'005150411667,'411667,-106.550,0.00,0.00
'INV-26577,12/17/2024,2151.45,0.00,2151.45,004 00022902962025,01/21/2025,'008942016876,,102.45,0.00,0.00
'INV-26580,12/17/2024,2151.45,0.00,2151.45,004 00022902962025,01/21/2025,'008942030698,,102.45,0.00,0.00
'INV-26568,12/17/2024,2151.45,0.00,2151.45,004 00022902962025,01/21/2025,'008941991602,,102.45,0.00,0.00
'INV-26570,12/17/2024,2151.45,0.00,2151.45,004 00022902962025,01/21/2025,'008941994694,,102.45,0.00,0.00
'INV-26584,12/17/2024,2151.45,0.00,2151.45,004 00022902962025,01/21/2025,'008942033699,,102.45,0.00,0.00
'INV-26576,12/17/2024,2151.45,0.00,2151.45,004 00022902962025,01/21/2025,'008942014326,,102.45,0.00,0.00
'INV-26590,12/17/2024,2151.45,0.00,2151.45,004 00022902962025,01/21/2025,'008942045457,,102.45,0.00,0.00
'INV-26571,12/17/2024,2151.45,0.00,2151.45,004 00022902962025,01/21/2025,'008941994722,,102.45,0.00,0.00
'INV-26572,12/17/2024,1601.25,0.00,1601.25,004 00022902962025,01/21/2025,'008942004251,,76.25,0.00,0.00
'INV-26581,12/17/2024,1601.25,0.00,1601.25,004 00022902962025,01/21/2025,'008942031574,,76.25,0.00,0.00
'INV-26563,12/17/2024,1601.25,0.00,1601.25,004 00022902962025,01/21/2025,'008941988609,,76.25,0.00,0.00
'INV-26585,12/17/2024,1601.25,0.00,1601.25,004 00022902962025,01/21/2025,'008942036141,,76.25,0.00,0.00
'INV-26574,12/17/2024,2151.45,0.00,2151.45,004 00022902962025,01/21/2025,'008942004853,,102.45,0.00,0.00
'INV-26562,12/17/2024,3202.50,0.00,3202.50,004 00022902962025,01/21/2025,'008941987301,,152.50,0.00,0.00
'INV-26569,12/17/2024,1601.25,0.00,1601.25,004 00022902962025,01/21/2025,'008941992792,,76.25,0.00,0.00
'INV-26578,12/17/2024,1601.25,0.00,1601.25,004 00022902962025,01/21/2025,'008942023938,,76.25,0.00,0.00
'INV-26575,12/17/2024,1753.75,0.00,1753.75,004 00022902962025,01/21/2025,'008942012071,,0.00,228.75,0.00
'INV-26579,12/17/2024,4630.74,0.00,4630.74,004 00022902962025,01/21/2025,'008942025415,,0.00,532.74,0.00
'INV-26583,12/17/2024,2315.37,0.00,2315.37,004 00022902962025,01/21/2025,'008942032892,,0.00,266.37,0.00
'INV-26560,12/17/2024,2151.45,0.00,2151.45,004 00022902962025,01/21/2025,'008941986085,,102.45,0.00,0.00
'INV-26582,12/17/2024,4302.90,0.00,4302.90,004 00022902962025,01/21/2025,'008942032004,,204.90,0.00,0.00
'INV-26550,12/16/2024,2315.37,0.00,2315.37,004 00022902962025,01/21/2025,'008941980894,,0.00,266.37,0.00
'INV-26549,12/16/2024,2315.37,0.00,2315.37,004 00022902962025,01/21/2025,'008941975011,,0.00,266.37,0.00
'6517791294,12/16/2024,-4500.0,0.00,-4500.0,004 00022902962025,01/21/2025,'0005524609,,0.00,0.00,0.00
'INV-26554,12/16/2024,2151.45,0.00,2151.45,004 00022902962025,01/21/2025,'008941984271,,102.45,0.00,0.00
'INV-26551,12/16/2024,4712.70,0.00,4712.70,004 00022902962025,01/21/2025,'008941981568,,0.00,614.70,0.00
'6517791293,12/16/2024,-900.0,0.00,-900.0,004 00022902962025,01/21/2025,'0005524610,,0.00,0.00,0.00
'INV-26535,12/12/2024,2151.45,0.00,2151.45,004 00022902962025,01/21/2025,'008941951237,,102.45,0.00,0.00
'INV-26515,12/12/2024,2151.45,0.00,2151.45,004 00022902962025,01/21/2025,'008941921954,,102.45,0.00,0.00
'INV-26541,12/12/2024,2151.45,0.00,2151.45,004 00022902962025,01/21/2025,'008941962907,,102.45,0.00,0.00
'INV-26542,12/12/2024,2315.37,0.00,2315.37,004 00022902962025,01/21/2025,'008941965942,,0.00,266.37,0.00
'INV-26540,12/12/2024,2151.45,0.00,2151.45,004 00022902962025,01/21/2025,'008941960939,,102.45,0.00,0.00
'INV-26529,12/12/2024,1601.25,0.00,1601.25,004 00022902962025,01/21/2025,'008941940794,,76.25,0.00,0.00
'RV016190168198,12/11/2024,-1932.080,0.00,-1932.080,004 00022902962025,01/21/2025,'016190168198,'168198,0.00,-252.000,0.00
'INV-26485,12/11/2024,2151.45,0.00,2151.45,004 00022902962025,01/21/2025,'008941840446,,102.45,0.00,0.00
'RV000540773159,12/11/2024,-1683.660,0.00,-1683.660,004 00022902962025,01/21/2025,'000540773159,'773159,-80.170,0.00,0.00
'INV-26500,12/11/2024,2151.45,0.00,2151.45,004 00022902962025,01/21/2025,'008941906686,,102.45,0.00,0.00
'INV-26514,12/11/2024,2315.37,0.00,2315.37,004 00022902962025,01/21/2025,'008941917185,,0.00,266.37,0.00
'INV-26494,12/11/2024,2315.37,0.00,2315.37,004 00022902962025,01/21/2025,'008941861594,,0.00,266.37,0.00
'RV005400751906,12/11/2024,-2419.580,0.00,-2419.580,004 00022902962025,01/21/2025,'005400751906,'751906,-106.550,0.00,0.00
'INV-26495,12/10/2024,1601.25,0.00,1601.25,004 00022902962025,01/21/2025,'008941871136,,76.25,0.00,0.00
'RV002520600256,12/10/2024,-1844.010,0.00,-1844.010,004 00022902962025,01/21/2025,'002520600256,'600256,0.00,-240.520,0.00
'INV-26497,12/10/2024,1601.25,0.00,1601.25,004 00022902962025,01/21/2025,'008941877656,,76.25,0.00,0.00
'RV005350903301,12/10/2024,-1844.010,0.00,-1844.010,004 00022902962025,01/21/2025,'005350903301,'903301,0.00,-240.520,0.00
'RV005250518605,12/10/2024,-1683.660,0.00,-1683.660,004 00022902962025,01/21/2025,'005250518605,'518605,-80.170,0.00,0.00
'6517785524,12/09/2024,-1200.0,0.00,-1200.0,004 00022902962025,01/21/2025,'0005524610,,0.00,0.00,0.00
'6517785525,12/09/2024,-3000.0,0.00,-3000.0,004 00022902962025,01/21/2025,'0005524609,,0.00,0.00,0.00
'INV-26481,12/05/2024,1753.75,0.00,1753.75,004 00022902962025,01/21/2025,'008941834280,,0.00,228.75,0.00
'INV-26474,12/05/2024,2151.45,0.00,2151.45,004 00022902962025,01/21/2025,'008941817933,,102.45,0.00,0.00
'INV-26476,12/05/2024,2151.45,0.00,2151.45,004 00022902962025,01/21/2025,'008941826949,,102.45,0.00,0.00
'INV-26479,12/05/2024,3507.50,0.00,3507.50,004 00022902962025,01/21/2025,'008941829080,,0.00,457.50,0.00
'INV-26467,12/05/2024,2151.45,0.00,2151.45,004 00022902962025,01/21/2025,'008941805950,,102.45,0.00,0.00
'INV-26455,12/03/2024,2151.45,0.00,2151.45,004 00022902962025,01/21/2025,'008941792162,,102.45,0.00,0.00
'INV-26439,12/03/2024,1601.25,0.00,1601.25,004 00022902962025,01/21/2025,'008941761188,,76.25,0.00,0.00
'INV-26450,12/03/2024,2356.35,0.00,2356.35,004 00022902962025,01/21/2025,'008941769706,,0.00,307.35,0.00
'INV-26452,12/03/2024,2151.45,0.00,2151.45,004 00022902962025,01/21/2025,'008941785494,,102.45,0.00,0.00
'INV-26407,11/29/2024,2151.45,0.00,2151.45,004 00022902962025,01/21/2025,'008941655848,,102.45,0.00,0.00
'RV008940985111,11/27/2024,-1844.010,0.00,-1844.010,004 00022902962025,01/21/2025,'008940985111,'8945487616,0.00,-240.520,0.00
'RV002550620367,11/27/2024,-1683.660,0.00,-1683.660,004 00022902962025,01/21/2025,'002550620367,'620367,-80.170,0.00,0.00
'RV002590729082,11/27/2024,-1683.660,0.00,-1683.660,004 00022902962025,01/21/2025,'002590729082,'729082,-80.170,0.00,0.00
'RV008940985112,11/27/2024,-1844.010,0.00,-1844.010,004 00022902962025,01/21/2025,'008940985112,'8947785236,0.00,-240.520,0.00
'RV015780308977,11/25/2024,-2237.490,0.00,-2237.490,004 00022902962025,01/21/2025,'015780308977,'308977,-106.550,0.00,0.00
'RV005370773137,11/25/2024,-2407.960,0.00,-2407.960,004 00022902962025,01/21/2025,'005370773137,'773137,0.00,-277.020,0.00
'FD015780308977,11/25/2024,-83.770,0.00,-83.770,004 00022902962025,01/21/2025,'015780308977,,-3.990,0.00,0.00
'INV-26361,11/25/2024,1753.75,0.00,1753.75,004 00022902962025,01/21/2025,'008941585762,,0.00,228.75,0.00
'INV-26359,11/25/2024,2356.35,0.00,2356.35,004 00022902962025,01/21/2025,'008941583617,,0.00,307.35,0.00
'INV-26358,11/25/2024,1601.25,0.00,1601.25,004 00022902962025,01/21/2025,'008941576085,,76.25,0.00,0.00
'INV-26368,11/25/2024,1601.25,0.00,1601.25,004 00022902962025,01/21/2025,'008941600909,,76.25,0.00,0.00
'INV-26343,11/22/2024,1601.25,0.00,1601.25,004 00022902962025,01/21/2025,'008941568499,,76.25,0.00,0.00
'RV013160710302,11/19/2024,-2407.960,0.00,-2407.960,004 00022902962025,01/21/2025,'013160710302,'710302,0.00,-277.020,0.00
'INV-26267,11/15/2024,2151.45,0.00,2151.45,004 00022902962025,01/21/2025,'008941456929,,102.45,0.00,0.00
'0132155725,11/15/2024,-3000.0,0.00,-3000.0,004 00022902962025,01/21/2025,'11/11/2024,'Email,0.00,0.00,0.00
'RV000510463976,11/15/2024,-2237.490,0.00,-2237.490,004 00022902962025,01/21/2025,'000510463976,'463976,-106.550,0.00,0.00
'INV-26265,11/15/2024,2315.37,0.00,2315.37,004 00022902962025,01/21/2025,'008941455265,,0.00,266.37,0.00
'RV001620847912,11/14/2024,-2407.960,0.00,-2407.960,004 00022902962025,01/21/2025,'001620847912,'847912,0.00,-277.020,0.00
'RV005920967476,11/14/2024,-1683.660,0.00,-1683.660,004 00022902962025,01/21/2025,'005920967476,'967476,-80.170,0.00,0.00
'RV005560417297,11/13/2024,-2237.490,0.00,-2237.490,004 00022902962025,01/21/2025,'005560417297,'417297,-106.550,0.00,0.00
'RV015910237439,11/13/2024,-2407.960,0.00,-2407.960,004 00022902962025,01/21/2025,'015910237439,'237439,0.00,-277.020,0.00
'INV-26247,11/12/2024,2315.37,0.00,2315.37,004 00022902962025,01/21/2025,'008941438718,,0.00,266.37,0.00
'INV-26245,11/12/2024,1601.25,0.00,1601.25,004 00022902962025,01/21/2025,'008941423042,,76.25,0.00,0.00
'RV013160700108,11/09/2024,-1811.940,0.00,-1811.940,004 00022902962025,01/21/2025,'013160700108,'700108,0.00,-208.450,0.00
'FD001560443778,11/08/2024,-119.230,0.00,-119.230,004 00022902962025,01/21/2025,'001560443778,,-5.680,0.00,0.00
'RV001560443778,11/08/2024,-3367.320,0.00,-3367.320,004 00022902962025,01/21/2025,'001560443778,'443778,-160.340,0.00,0.00
'FD011860350369,11/07/2024,-142.340,0.00,-142.340,004 00022902962025,01/21/2025,'011860350369,,-6.190,0.00,-12.350
'RV012130453874,11/07/2024,-2237.490,0.00,-2237.490,004 00022902962025,01/21/2025,'012130453874,'453874,-106.550,0.00,0.00
'RV000510461566,11/07/2024,-2237.490,0.00,-2237.490,004 00022902962025,01/21/2025,'000510461566,'461566,-106.550,0.00,0.00
'RV000510460863,11/07/2024,-1683.660,0.00,-1683.660,004 00022902962025,01/21/2025,'000510460863,'460863,-80.170,0.00,0.00
'INV-26228,11/07/2024,1601.25,0.00,1601.25,004 00022902962025,01/21/2025,'008941382041,,76.25,0.00,0.00
'INV-26226,11/07/2024,2315.37,0.00,2315.37,004 00022902962025,01/21/2025,'008941381230,,0.00,266.37,0.00
'INV-26212,11/07/2024,2315.37,0.00,2315.37,004 00022902962025,01/21/2025,'008941369932,,0.00,266.37,0.00
'RV011860350369,11/06/2024,-2237.490,0.00,-2237.490,004 00022902962025,01/21/2025,'011860350369,'350369,-106.550,0.00,0.00
'RV008940974453,11/06/2024,-1683.660,0.00,-1683.660,004 00022902962025,01/21/2025,'008940974453,'8947431143,-80.170,0.00,0.00
'RV005471022903,11/06/2024,-1811.940,0.00,-1811.940,004 00022902962025,01/21/2025,'005471022903,'1022903,0.00,-208.450,0.00
'FD001600301954,11/06/2024,-122.200,0.00,-122.200,004 00022902962025,01/21/2025,'001600301954,,-5.820,0.00,0.00
'FD002510662774,11/05/2024,-68.270,0.00,-68.270,004 00022902962025,01/21/2025,'002510662774,,-3.250,0.00,0.00
'FD002560572219,11/05/2024,-64.310,0.00,-64.310,004 00022902962025,01/21/2025,'002560572219,,-3.060,0.00,0.00
'RV002560572219,11/05/2024,-1683.660,0.00,-1683.660,004 00022902962025,01/21/2025,'002560572219,'572219,-80.170,0.00,0.00
'RV002510662774,11/05/2024,-1683.660,0.00,-1683.660,004 00022902962025,01/21/2025,'002510662774,'662774,-80.170,0.00,0.00
'RV012650351082,11/05/2024,-4815.920,0.00,-4815.920,004 00022902962025,01/21/2025,'012650351082,'351082,0.00,-554.040,0.00
'RV001510680644,11/05/2024,-1811.940,0.00,-1811.940,004 00022902962025,01/21/2025,'001510680644,'680644,0.00,-208.450,0.00
'RV001600301954,11/05/2024,-2237.490,0.00,-2237.490,004 00022902962025,01/21/2025,'001600301954,'301954,-106.550,0.00,0.00
'INV-26204,11/05/2024,2151.45,0.00,2151.45,004 00022902962025,01/21/2025,'008941355944,,102.45,0.00,0.00
'RV002560572463,11/04/2024,-1803.240,0.00,-1803.240,004 00022902962025,01/21/2025,'002560572463,'572463,-80.170,0.00,0.00
'RV005300569921,11/04/2024,-2407.960,0.00,-2407.960,004 00022902962025,01/21/2025,'005300569921,'569921,0.00,-277.020,0.00
